0.000000,1.000000,0.000000
0.100000,0.391113,0.054404
0.200000,1.117872,0.093099
0.300000,0.895347,0.144936
0.400000,0.465958,0.208232
0.500000,0.200775,0.279661
0.600000,0.115534,0.351761
0.700000,0.075740,0.423769
0.800000,0.068177,0.492650
0.900000,0.046901,0.559826
1.000000,0.014437,0.624258
1.100000,0.013634,0.685558
1.200000,0.001087,0.744009
1.300000,0.000547,0.797802
1.400000,0.006226,0.844200
1.500000,0.000850,0.882300
1.600000,0.002879,0.910380
1.700000,0.003118,0.929723
1.800000,0.000337,0.942349
1.900000,0.001444,0.949192
2.000000,0.001654,0.950943
3.000000,0.005632,0.864079
4.000000,0.000037,0.747011
5.000000,0.010730,0.649816
6.000000,0.008782,0.572641
7.000000,0.014246,0.511124
8.000000,0.007506,0.460606
9.000000,0.000425,0.418770
10.000000,0.000658,0.384008
11.000000,0.001825,0.354516
12.000000,0.003762,0.330089
13.000000,0.003422,0.307956
14.000000,0.005617,0.288711
15.000000,0.010121,0.271866
16.000000,0.012771,0.256476
17.000000,0.003101,0.242664
18.000000,0.015154,0.230025
19.000000,0.016870,0.219016
20.000000,0.003290,0.208519
21.000000,0.004417,0.199459
22.000000,0.000735,0.191095
23.000000,0.003859,0.183241
24.000000,0.003122,0.176223
25.000000,0.016317,0.169485
26.000000,0.019284,0.163296
27.000000,0.037452,0.157458
28.000000,0.020287,0.154425
29.000000,0.019520,0.149441
30.000000,0.028520,0.144826
31.000000,0.028917,0.140492
32.000000,0.031518,0.136320
33.000000,0.031318,0.132315
34.000000,0.033153,0.128581
35.000000,0.017115,0.124966
36.000000,0.009272,0.121216
37.000000,0.009707,0.117879
38.000000,0.000810,0.115041
39.000000,0.000542,0.112144
40.000000,0.007307,0.109448
41.000000,0.004844,0.106954
42.000000,0.002516,0.104585
43.000000,0.009994,0.102121
44.000000,0.002003,0.100564
45.000000,0.001278,0.098513
46.000000,0.012362,0.096429
47.000000,0.013964,0.094573
48.000000,0.006290,0.092630
49.000000,0.002832,0.090640
50.000000,0.014558,0.088996
51.000000,0.012891,0.087328
52.000000,0.000393,0.084773
53.000000,0.003788,0.083309
54.000000,0.007957,0.081781
55.000000,0.001906,0.080350
56.000000,0.011505,0.078915
57.000000,0.000447,0.077582
58.000000,0.011077,0.076140
59.000000,0.007076,0.074821
60.000000,0.003239,0.074385
61.000000,0.007733,0.073158
62.000000,0.017206,0.071900
63.000000,0.018526,0.070785
64.000000,0.029120,0.069729
65.000000,0.015708,0.068699
66.000000,0.015892,0.067681
67.000000,0.010206,0.066704
68.000000,0.008661,0.065545
69.000000,0.007410,0.064570
70.000000,0.004962,0.063606
71.000000,0.005075,0.062687
72.000000,0.001546,0.061935
73.000000,0.008252,0.061135
74.000000,0.018338,0.060390
75.000000,0.019597,0.059655
76.000000,0.003189,0.059405
77.000000,0.006961,0.058563
78.000000,0.001790,0.057855
79.000000,0.007410,0.057147
80.000000,0.008505,0.056461
81.000000,0.010592,0.055813
82.000000,0.014828,0.055165
83.000000,0.031474,0.054490
84.000000,0.014919,0.053696
85.000000,0.014516,0.053123
86.000000,0.004174,0.052600
87.000000,0.005766,0.052006
88.000000,0.001291,0.051464
89.000000,0.003917,0.050877
90.000000,0.002360,0.050324
91.000000,0.005831,0.049816
92.000000,0.017776,0.048743
93.000000,0.031408,0.048166
94.000000,0.020959,0.047680
95.000000,0.023272,0.047172
96.000000,0.027671,0.046676
97.000000,0.018901,0.046239
98.000000,0.028674,0.045785
99.000000,0.028058,0.045369
100.000000,0.022453,0.045316
101.000000,0.017757,0.044854
102.000000,0.010178,0.044402
103.000000,0.013694,0.043972
104.000000,0.014769,0.043595
105.000000,0.015953,0.043178
106.000000,0.018146,0.042776
107.000000,0.030351,0.042318
108.000000,0.012337,0.041322
109.000000,0.021722,0.040960
110.000000,0.022223,0.040528
111.000000,0.027131,0.040218
112.000000,0.026978,0.039874
113.000000,0.026158,0.039525
114.000000,0.019214,0.039128
115.000000,0.020085,0.038846
116.000000,0.028323,0.039036
117.000000,0.025269,0.038719
118.000000,0.030854,0.038396
119.000000,0.042370,0.038029
120.000000,0.043035,0.037706
121.000000,0.041726,0.037399
122.000000,0.039010,0.037049
123.000000,0.032964,0.036790
124.000000,0.012154,0.036345
125.000000,0.006204,0.036062
126.000000,0.022907,0.035818
127.000000,0.021424,0.035490
128.000000,0.029268,0.035213
129.000000,0.013760,0.034917
130.000000,0.011082,0.034658
131.000000,0.006410,0.034356
132.000000,0.002714,0.034261
133.000000,0.006588,0.033969
134.000000,0.003856,0.033755
135.000000,0.002367,0.033510
136.000000,0.011559,0.033217
137.000000,0.017426,0.032965
138.000000,0.015293,0.032745
139.000000,0.022472,0.032508
140.000000,0.012863,0.032078
141.000000,0.009039,0.031821
142.000000,0.012509,0.031550
143.000000,0.010733,0.031345
144.000000,0.013918,0.031101
145.000000,0.010229,0.030887
146.000000,0.012917,0.030676
147.000000,0.004061,0.030498
148.000000,0.029769,0.030704
149.000000,0.017974,0.030501
150.000000,0.024989,0.030324
151.000000,0.025135,0.030119
152.000000,0.020916,0.029937
153.000000,0.023405,0.029743
154.000000,0.015016,0.029590
155.000000,0.025808,0.029429
156.000000,0.048685,0.028415
157.000000,0.045574,0.028225
158.000000,0.040593,0.028054
159.000000,0.044147,0.027861
160.000000,0.037111,0.027696
161.000000,0.031734,0.027519
162.000000,0.043546,0.027361
163.000000,0.059898,0.027200
164.000000,0.008853,0.027549
165.000000,0.001532,0.027334
166.000000,0.011728,0.027223
167.000000,0.015264,0.027054
168.000000,0.018432,0.026916
169.000000,0.018409,0.026765
170.000000,0.024984,0.026630
171.000000,0.023141,0.026496
172.000000,0.010765,0.026119
173.000000,0.013816,0.025950
174.000000,0.003703,0.025802
175.000000,0.010636,0.025656
176.000000,0.002371,0.025530
177.000000,0.000229,0.025347
178.000000,0.010172,0.025229
179.000000,0.021086,0.025075
180.000000,0.024132,0.025777
