0,0.668456
1,0.433975
2,0.256578
3,0.223463
4,0.169850
5,0.163177
6,0.134521
7,0.138145
8,0.116963
9,0.117311
10,0.101159
11,0.105397
12,0.092448
13,0.093585
14,0.087218
15,0.097903
16,0.083940
17,0.085373
18,0.076275
19,0.079128
20,0.074096
21,0.071094
22,0.068233
23,0.072043
24,0.057418
25,0.056593
26,0.049720
27,0.051528
28,0.052543
29,0.055649
30,0.056926
31,0.054157
32,0.053442
33,0.058912
34,0.053607
35,0.054013
36,0.060980
37,0.065148
38,0.063149
39,0.064582
40,0.058109
41,0.054890
42,0.053578
43,0.053316
44,0.054572
45,0.059093
46,0.057918
47,0.058194
48,0.054580
49,0.052517
50,0.046525
51,0.042202
52,0.043826
53,0.043027
54,0.047170
55,0.040908
56,0.039166
57,0.038925
58,0.038540
59,0.042521
60,0.040216
61,0.042258
62,0.042843
63,0.044199
64,0.040370
65,0.050029
66,0.047481
67,0.047546
68,0.049627
69,0.049962
70,0.049439
71,0.049027
72,0.040789
73,0.045046
74,0.041209
75,0.039771
76,0.045188
77,0.050250
78,0.049732
79,0.044449
80,0.045680
81,0.045949
82,0.047352
83,0.049783
84,0.046722
85,0.046162
86,0.049010
87,0.049972
88,0.045158
89,0.049479
90,0.047444
91,0.048057
92,0.040353
93,0.036042
94,0.039389
95,0.039397
96,0.038270
97,0.039218
98,0.042286
99,0.040137
100,0.038804
101,0.038416
102,0.031053
103,0.024056
104,0.021445
105,0.024055
106,0.027904
107,0.023925
108,0.019567
109,0.017395
110,0.012717
111,0.014866
112,0.015937
113,0.016333
114,0.010040
115,0.016086
116,0.014536
117,0.014942
118,0.019500
119,0.017763
120,0.014661
121,0.014610
122,0.010746
123,0.010710
124,0.009588
125,0.014003
126,0.018601
127,0.011529
128,0.006205
129,0.003173
130,-0.000676
131,0.009263
132,0.012719
133,0.014676
134,0.011414
135,0.019239
136,0.014417
137,0.020013
138,0.017087
139,0.020090
140,0.017002
141,0.020948
142,0.021329
143,0.024294
144,0.027891
145,0.028999
146,0.027575
147,0.029157
148,0.028384
149,0.028850
150,0.027852
151,0.028638
152,0.027271
153,0.026436
154,0.027515
155,0.027418
156,0.032394
157,0.030998
158,0.032956
159,0.031470
160,0.035031
161,0.038865
162,0.034629
163,0.035173
164,0.039430
165,0.038634
166,0.028808
167,0.025227
168,0.023996
169,0.016734
170,0.012479
171,0.009705
172,0.011554
173,0.008263
174,0.007937
175,0.003536
176,0.002603
177,0.004440
178,0.002652
179,0.001206
180,0.001452
181,-0.003765
182,-0.004273
183,-0.000271
184,0.003355
185,0.003843
186,0.001849
187,0.005975
188,0.011067
189,0.013323
190,0.006349
191,0.010568
192,0.011367
193,0.014837
194,0.010019
195,0.006283
196,0.010634
197,0.017487
198,0.013547
