-0.500000,-0.500000,0
-1.000000,-1.000000,1
-0.500000,-1.500000,2
0.000000,-2.000000,3
0.500000,-1.500000,4
1.000000,-1.000000,5
0.500000,-0.500000,6
0.000000,0.000000,7
0.500000,0.500000,8
0.000000,0.000000,9
0.500000,-0.500000,10
1.000000,0.000000,11
0.500000,-0.500000,12
1.000000,0.000000,13
1.500000,0.500000,14
1.000000,1.000000,15
0.500000,1.500000,16
0.000000,2.000000,17
0.500000,2.500000,18
1.000000,3.000000,19
1.500000,3.500000,20
2.000000,4.000000,21
1.500000,3.500000,22
2.000000,4.000000,23
1.500000,4.500000,24
2.000000,5.000000,25
2.500000,5.500000,26
2.000000,6.000000,27
2.500000,5.500000,28
2.000000,6.000000,29
2.500000,6.500000,30
2.000000,7.000000,31
1.500000,7.500000,32
2.000000,8.000000,33
2.500000,8.500000,34
2.000000,8.000000,35
2.500000,7.500000,36
3.000000,8.000000,37
3.500000,8.500000,38
3.000000,9.000000,39
3.500000,9.500000,40
4.000000,10.000000,41
4.500000,10.500000,42
5.000000,11.000000,43
4.500000,11.500000,44
4.000000,11.000000,45
3.500000,11.500000,46
3.000000,12.000000,47
3.500000,12.500000,48
4.000000,13.000000,49
4.500000,13.500000,50
5.000000,14.000000,51
5.500000,14.500000,52
5.000000,15.000000,53
5.500000,15.500000,54
5.000000,16.000000,55
4.500000,16.500000,56
5.000000,16.000000,57
5.500000,15.500000,58
6.000000,15.000000,59
5.500000,14.500000,60
6.000000,15.000000,61
6.500000,14.500000,62
7.000000,15.000000,63
6.500000,15.500000,64
7.000000,15.000000,65
7.500000,15.500000,66
7.000000,15.000000,67
6.500000,14.500000,68
7.000000,15.000000,69
6.500000,14.500000,70
7.000000,15.000000,71
7.500000,15.500000,72
8.000000,15.000000,73
8.500000,15.500000,74
9.000000,16.000000,75
9.500000,15.500000,76
10.000000,15.000000,77
9.500000,15.500000,78
10.000000,15.000000,79
9.500000,15.500000,80
10.000000,15.000000,81
10.500000,15.500000,82
10.000000,15.000000,83
10.500000,14.500000,84
11.000000,15.000000,85
11.500000,14.500000,86
12.000000,14.000000,87
11.500000,14.500000,88
11.000000,14.000000,89
11.500000,14.500000,90
11.000000,14.000000,91
11.500000,13.500000,92
12.000000,13.000000,93
12.500000,12.500000,94
12.000000,13.000000,95
12.500000,12.500000,96
12.000000,13.000000,97
11.500000,12.500000,98
11.000000,12.000000,99
